2 0 11.8800699501 15.5537807868
3 0 16.845060292 16.9866110658
4 0 13.2852813686 1.23877307555
5 0 10.0277374758 7.60690178253
6 0 4.62268285713 8.45653163987
7 0 1.98599293087 0.874761579181
8 0 3.57109467914 13.2763469802
9 0 9.70505698644 18.4528783143
10 0 2.9342404329 16.1924674498
11 0 6.88210144514 12.824643903
1 0 -3 10
