10 0 8 -2
9 0 16 0
8 0 14 0
7 0 12 0
6 0 10 0
5 0 8 0
4 0 6 0
3 0 4 0
2 0 2 0
1 0 0 0 
0 0.0 2.677496035191602 4.413190896976977
0 0.2 2.908317908029665 4.509218304624634
0 0.4 3.139139780867728 4.60524571227229
0 0.6 3.369961653705791 4.7012731199199465
0 0.8 3.6007835265438537 4.797300527567603
0 1.0 3.8316053993819166 4.893327935215259
0 1.2 4.0624272722199795 4.989355342862916
0 1.4 4.293249145058042 5.085382750510572
0 1.6 4.524071017896105 5.181410158158228
0 1.8 4.754892890734168 5.277437565805885
0 2.0 4.985714763572231 5.373464973453541
0 2.2 5.216536636410294 5.4694923811011975
0 2.4 5.447358509248357 5.565519788748854
0 2.6 5.70358529112977 5.6721162448448315
0 2.8 5.468640735565161 5.757562460738505
0 3.0 5.233696180000552 5.843008676632179
0 3.2 4.998751624435943 5.928454892525853
0 3.4 4.763807068871334 6.013901108419526
0 3.6 4.528862513306725 6.0993473243132
0 3.8 4.293917957742116 6.184793540206874
0 4.0 4.058973402177507 6.270239756100548
0 4.2 3.824028846612898 6.355685971994221
0 4.4 3.589084291048289 6.441132187887895
0 4.6 3.35413973548368 6.526578403781569
0 4.8 3.119195179919071 6.612024619675243
0 5.0 2.884250624354462 6.697470835568916
0 5.2 2.4236631442943466 6.864980387618607
0 5.4 2.6450683307757363 6.981082684749804
0 5.6 2.866473517257126 7.097184981881002
0 5.8 3.087878703738516 7.213287279012199
0 6.0 3.3092838902199055 7.329389576143397
0 6.2 3.5306890767012953 7.4454918732745945
0 6.4 3.752094263182685 7.561594170405792
0 6.6 3.9734994496640748 7.67769646753699
0 6.8 4.1949046361454645 7.793798764668187
0 7.0 4.416309822626855 7.909901061799385
0 7.2 4.637715009108245 8.026003358930582
0 7.4 4.859120195589635 8.14210565606178
0 7.6 5.080525382071025 8.258207953192978
0 7.8 5.438265368140191 8.44580262890219
0 8.0 5.46810609855254 8.197589956364187
0 8.2 5.497946828964889 7.949377283826185
0 8.4 5.527787559377239 7.701164611288183
0 8.6 5.557628289789588 7.452951938750181
0 8.8 5.5874690202019375 7.204739266212179
0 9.0 5.617309750614287 6.956526593674178
